violations,center_lat,center_lon,avg_vehicle_weight,avg_severity,avg_repeat,avg_criticality,compactness,density,density_norm,avg_vehicle_weight_norm,avg_severity_norm,avg_repeat_norm,avg_criticality_norm,PCRI
139,13.143383110647482,77.61783318251798,2.870503597122302,3.2661870503597124,1.1366906474820144,1.2,0.0016435499365205246,84573.03116342773,0.009261396884088217,0.47446920512370594,0.12045158317982471,0.021407027240946952,0.5052871467639015,17.7506312414679
125,13.060443942820044,77.57657387843719,3.104,2.208,1.512,1.2,0.0014369004296403988,86992.80577936964,0.009648378302125744,0.5336975609756098,0.018455442801233013,0.08804728847343463,0.5052871467639015,17.61228203979325
53,13.081696405819756,77.54826110635493,2.4716981132075473,3.6037735849056602,1.2641509433962264,1.2,0.00043834426596831434,120909.53187883402,0.015072496182646646,0.3733087896916706,0.15299074868536186,0.04403899033887218,0.5052871467639015,17.426876242016533
62,13.058473724193549,77.46720274193548,3.3548387096774195,2.370967741935484,1.0161290322580645,1.2,0.001784950560202955,34734.855621407456,0.0012910480273841266,0.5973249409913455,0.03416351698148623,0.0,0.5052871467639015,17.267638336916875
671,13.047258870983606,77.50170477751614,2.453055141579732,3.3532041728763042,1.3144560357675112,1.2,0.005331197602025231,125862.90175121225,0.015864661735855056,0.3685798407909564,0.12883895726508346,0.05297120712072337,0.5052871467639015,17.034615226190315
116,12.912752921031363,77.4811692889365,2.3275862068965516,3.9741379310344827,1.1724137931034482,1.2,0.0019307449373651374,60080.43722145075,0.00534442929849589,0.33675357443229603,0.18868928971942525,0.02775006063536381,0.5052871467639015,17.007702547309282
8340,13.03767485707508,77.58718847126684,1.7147482014388489,2.7503597122302157,1.7860911270983213,1.2,0.013978067339998495,596649.0071295435,0.09115492780088458,0.18130198280400067,0.07073220930061616,0.13671515190074895,0.5052871467639015,16.95463088107305
542,13.033254325418165,77.56056973122143,1.8653136531365313,4.481549815498155,1.3062730627306274,1.2,0.004882249200024202,111014.4070477421,0.01349002258631803,0.21949419494194938,0.23759751797635728,0.0515182311765382,0.5052871467639015,16.868594743284113
479,12.839929058250817,77.67712459901533,1.697286012526096,4.503131524008351,1.2484342379958246,1.2,0.001960693028832679,244301.37352259475,0.0348058835564031,0.1768725495188146,0.23967772768036713,0.04124831819982225,0.5052871467639015,16.862880695319525
229,12.972629515283844,77.50881648646288,2.091703056768559,3.9519650655021836,1.3580786026200873,1.2,0.002136157815011465,107201.8173894942,0.012880295819773836,0.27691979976568326,0.1865520997919363,0.060716868749414094,0.5052871467639015,16.82570957871579
198,13.050926824747474,77.55270648131314,1.5252525252525253,4.636363636363637,1.2171717171717171,1.2,0.0007542659891467664,262506.8647520216,0.03771738893612665,0.13323478689332352,0.2525196550410418,0.03569731729742728,0.5052871467639015,16.483790477905053
65,12.894246493846154,77.56830330923077,2.292307692307692,3.4153846153846152,1.3846153846153846,1.2,0.0012648087568631412,51391.16854409424,0.003954801730573171,0.32780487804878045,0.13483238266253536,0.06542876327741268,0.5052871467639015,16.312877535172188
68,12.907726597180858,77.53302121786982,1.0147058823529411,6.161764705882353,1.1323529411764706,1.2,0.000816771909883771,83254.57716791044,0.00905054369410882,0.003730272596843609,0.3995494467658569,0.020636820265256428,0.5052871467639015,16.252571559000973
76,13.055046281578948,77.53489962631579,2.3684210526315788,2.6710526315789473,1.6973684210526316,1.2,0.0008009763220937876,94884.20307023887,0.0109104066306316,0.3471116816431322,0.06308798786701106,0.1209614695891561,0.5052871467639015,16.244028459355174
78,12.875887296153845,77.67094803461538,2.1923076923076925,3.769230769230769,1.1666666666666667,1.2,0.0012015378373632613,64916.80709046055,0.006117883676326386,0.30243902439024395,0.1689387743140384,0.02672959577214168,0.5052871467639015,16.1097379188465
341,13.007626141642229,77.58061076363637,1.844574780058651,4.023460410557185,1.3079178885630498,1.2,0.0029316578370778383,116316.43900841288,0.0143379477745166,0.21423360274658465,0.19344336655632058,0.05181028790898884,0.5052871467639015,15.940661064526617
780,12.877843560493082,77.59613643497313,1.391025641025641,2.432051282051282,2.817948717948718,1.2,0.003586678446959743,217471.4046811665,0.03051511229210622,0.0991869918699187,0.040051214558539716,0.3199327001650185,0.5052871467639015,15.735155803377094
84,12.856882116956589,77.58897629291718,2.7023809523809526,2.7261904761904763,1.0833333333333333,1.2,0.0019022959725931293,44157.166503115055,0.0027979070555644425,0.43182346109175385,0.0684025939541473,0.011932855255420372,0.5052871467639015,15.701630572693837
76,12.89446080585353,77.65725411038102,2.0,3.8947368421052633,1.0789473684210527,1.2,0.0006914034173139251,109921.35430174324,0.0133152165945328,0.25365853658536586,0.18103600705084152,0.011154079438750852,0.5052871467639015,15.638249163645751
5925,12.928694567551148,77.61405605887118,1.6337552742616033,3.488607594936709,1.6138396624472573,1.1750886075949367,0.01445773119643889,409815.3382087639,0.06127563339892499,0.16075743542245546,0.14189017201914803,0.10613002918794517,0.44182781579220665,15.613179815384443
114,12.979795407650597,77.65261027302793,2.0526315789473686,3.3157894736842106,1.4385964912280702,1.2,0.0012198234203925553,93456.14954934485,0.010682025783544345,0.2670089858793325,0.125232643135911,0.0750136964056532,0.5052871467639015,15.58817120087558
